id,price
1,737892.5625
2,638700.875
3,472284.65625
4,396278.375
5,937159.0
6,412130.3125
7,201013.734375
8,300833.84375
9,339430.5
10,590143.125
11,1051911.375
12,353219.34375
13,1728023.125
14,565295.125
15,559524.4375
16,1382544.375
17,481522.40625
18,348341.3125
19,515919.65625
20,435150.71875
21,542105.1875
22,1107764.25
23,536115.75
24,721199.875
25,329205.09375
26,271306.03125
27,681717.9375
28,247131.171875
29,644706.875
30,189460.21875
31,820945.4375
32,705963.625
33,422930.6875
34,183081.78125
35,242254.625
36,212085.140625
37,264283.125
38,570086.125
39,627567.8125
40,729384.125
41,618019.875
42,449782.75
43,936612.9375
44,234159.875
45,271703.5
46,532109.5
47,408490.53125
48,870048.0
49,1019837.9375
50,3137182.5
51,352806.78125
52,802393.0
53,699422.75
54,320473.5
55,519476.125
56,515557.46875
57,542644.0
58,507186.40625
59,299249.34375
60,235219.796875
61,219227.28125
62,260157.609375
63,404087.53125
64,774098.25
65,287278.1875
66,515184.46875
67,765469.875
68,266573.46875
69,827039.9375
70,561823.125
71,431111.53125
72,443799.28125
73,730474.625
74,1109381.625
75,417031.15625
76,2868307.75
77,354700.15625
78,674506.9375
79,452955.6875
80,1623343.75
81,225350.5
82,409664.53125
83,452704.78125
84,832199.1875
85,397290.34375
86,500369.65625
87,425499.28125
88,331456.1875
89,377519.375
90,237687.671875
91,524858.875
92,251773.5
93,568391.375
94,454324.625
95,890976.4375
96,676804.5625
97,986462.8125
98,413725.78125
99,671731.625
100,283617.5625
101,500324.09375
102,401131.15625
103,294406.03125
104,513947.71875
105,304543.46875
106,768482.75
107,590147.75
108,467479.125
109,634227.625
110,360026.96875
111,676732.0
112,511577.21875
113,282962.53125
114,409980.78125
115,245039.96875
116,356694.5
117,278425.25
118,859504.3125
119,167694.796875
120,284115.71875
121,1060501.5
122,302501.0625
123,363287.71875
124,601183.8125
125,325237.78125
126,329036.625
127,638299.6875
128,790595.0625
129,732016.875
130,235692.984375
131,692240.375
132,502782.65625
133,396059.65625
134,416501.59375
135,384924.90625
136,612900.6875
137,1198246.375
138,303463.71875
139,560755.6875
140,719061.875
141,663732.375
142,286580.875
143,694879.0625
144,538523.9375
145,622562.8125
146,779695.75
147,1736661.375
148,349376.71875
149,463373.65625
150,1129779.5
151,1231931.125
152,1070118.75
153,304644.09375
154,789316.8125
155,483263.1875
156,283655.75
157,166319.171875
158,436876.15625
159,176325.984375
160,547201.25
161,759032.3125
162,439051.03125
163,592680.9375
164,517711.0625
165,558995.0
166,379308.96875
167,546765.1875
168,569641.125
169,312693.96875
170,507829.0
171,571588.125
172,668606.5625
173,202910.265625
174,307738.90625
175,409773.71875
176,287260.21875
177,327064.125
178,426425.34375
179,381796.59375
180,252256.984375
181,657650.625
182,378051.59375
183,455124.78125
184,884132.3125
185,458013.65625
186,494453.09375
187,662028.375
188,460781.40625
189,662661.3125
190,556092.75
191,238468.5625
192,847067.8125
193,399613.8125
194,264917.65625
195,396821.875
196,188786.875
197,289715.03125
198,1063432.875
199,221341.78125
200,578433.5
201,267499.0
202,445168.53125
203,864731.8125
204,1221811.625
205,856374.75
206,198756.640625
207,747994.625
208,662606.5625
209,223732.390625
210,416333.6875
211,301228.34375
212,640302.125
213,300405.0625
214,203378.890625
215,684286.375
216,307692.75
217,332511.875
218,700539.5
219,524335.4375
220,682232.5625
221,449808.15625
222,815965.5
223,271147.46875
224,220814.90625
225,216534.671875
226,1052718.25
227,395453.4375
228,339773.15625
229,1835132.125
230,548538.25
231,748573.125
232,438069.53125
233,202803.125
234,573356.625
235,525520.125
236,849338.875
237,259072.890625
238,471599.53125
239,534357.875
240,197142.578125
241,347772.9375
242,444740.34375
243,1040041.25
244,314142.09375
245,966715.125
246,202278.625
247,639952.375
248,3675035.0
249,275744.6875
250,257365.421875
251,285678.375
252,355750.125
253,327050.8125
254,335371.34375
255,337343.59375
256,331303.40625
257,410478.28125
258,982732.3125
259,290302.78125
260,312725.9375
261,300817.1875
262,866434.75
263,605241.0
264,428015.40625
265,1267743.875
266,885613.6875
267,310362.59375
268,413238.1875
269,467642.90625
270,525276.875
271,440936.09375
272,472678.90625
273,488699.4375
274,545578.75
275,493892.4375
276,460430.0625
277,755428.0625
278,369271.8125
279,188675.203125
280,534515.25
281,493502.96875
282,366144.96875
283,461254.6875
284,458017.03125
285,1095946.25
286,725255.625
287,292230.46875
288,887314.125
289,394199.84375
290,750505.75
291,624007.6875
292,244442.390625
293,463186.625
294,759804.0625
295,219856.375
296,600620.0
297,287528.25
298,541998.1875
299,239000.796875
300,677949.75
301,1695372.0
302,338231.21875
303,824319.8125
304,814915.4375
305,387146.15625
306,482377.15625
307,474662.90625
308,777645.75
309,235516.609375
310,177155.875
311,656186.9375
312,458889.84375
313,451499.90625
314,596793.0
315,492498.71875
316,513093.96875
317,669955.5
318,1396107.125
319,475681.15625
320,606747.25
321,537678.9375
322,560071.25
323,448854.21875
324,481407.5625
325,875018.8125
326,509349.65625
327,480890.75
328,638541.4375
329,969805.4375
330,321472.15625
331,399552.15625
332,759032.875
333,267794.40625
334,410560.09375
335,320365.21875
336,288685.53125
337,1087751.125
338,854481.875
339,517457.28125
340,455084.0
341,292635.90625
342,838142.3125
343,538037.625
344,329352.5
345,561584.3125
346,435030.15625
347,383962.21875
348,563526.25
349,1254483.875
350,221439.484375
351,173492.125
352,690254.625
353,397490.9375
354,503446.53125
355,821369.6875
356,168032.859375
357,312057.15625
358,826196.125
359,416580.15625
360,530546.125
361,574473.875
362,644586.0
363,596949.75
364,599695.875
365,810959.6875
366,301187.21875
367,218581.03125
368,354238.625
369,550485.125
370,333956.40625
371,583421.375
372,202009.59375
373,452515.125
374,401350.15625
375,196071.78125
376,923993.625
377,345418.40625
378,494209.59375
379,573534.1875
380,1034906.5
381,595306.8125
382,605391.625
383,242824.359375
384,379118.84375
385,447037.71875
386,296362.5
387,621196.4375
388,394475.3125
389,295776.21875
390,433609.21875
391,712866.625
392,344851.59375
393,511349.46875
394,373842.0625
395,355388.34375
396,1491799.5
397,1613357.375
398,676126.875
399,474549.75
400,659867.1875
401,188081.671875
402,747282.875
403,498151.59375
404,614041.1875
405,330178.375
406,507894.78125
407,343264.40625
408,887976.875
409,1127746.75
410,207192.421875
411,421507.375
412,610754.1875
413,629239.625
414,1188975.5
415,411899.46875
416,706162.9375
417,1207823.75
418,1041488.8125
419,491655.09375
420,444877.78125
421,220440.453125
422,275427.4375
423,534851.0625
424,381794.96875
425,233314.328125
426,495533.21875
427,1374672.375
428,455894.71875
429,504648.03125
430,404478.5625
431,228306.6875
432,521859.84375
433,728721.125
434,407785.46875
435,188894.75
436,262559.09375
437,1034086.6875
438,190531.984375
439,750554.375
440,506675.09375
441,327171.9375
442,538336.0
443,375483.6875
444,301353.90625
445,1148704.25
446,381225.78125
447,596099.3125
448,341428.28125
449,482994.15625
450,356863.875
451,272128.65625
452,281209.6875
453,299927.75
454,337299.34375
455,1295994.375
456,480897.46875
457,304048.59375
458,324522.5
459,417313.0
460,436716.78125
461,796018.625
462,333205.78125
463,511352.5
464,404904.9375
465,436695.21875
466,686952.5
467,558933.125
468,463107.875
469,2477369.0
470,472846.53125
471,614198.0
472,429993.8125
473,416526.09375
474,672343.75
475,363412.15625
476,331065.71875
477,887450.75
478,843230.3125
479,422636.84375
480,1485938.25
481,247342.921875
482,671566.3125
483,642478.25
484,2240383.5
485,722534.25
486,356898.90625
487,529341.4375
488,351444.40625
489,924328.6875
490,490875.84375
491,486958.78125
492,1069750.875
493,675190.375
494,551877.375
495,654573.125
496,306064.15625
497,1102335.625
498,372030.75
499,253506.578125
500,254742.578125
501,749603.5625
502,399401.09375
503,548739.0
504,1100539.5
505,337773.125
506,504420.90625
507,858019.8125
508,520669.3125
509,1089793.75
510,203709.140625
511,530711.4375
512,511238.40625
513,257747.984375
514,477786.46875
515,374638.40625
516,1270083.5
517,672450.75
518,308911.8125
519,604327.625
520,409128.78125
521,691122.8125
522,644920.875
523,230169.328125
524,387318.6875
525,362186.96875
526,610479.5
527,361137.46875
528,254832.640625
529,459798.71875
530,423601.28125
531,601230.6875
532,606454.3125
533,530401.9375
534,896252.75
535,197473.546875
536,595538.875
537,506511.09375
538,424155.21875
539,339898.28125
540,945902.5
541,357374.84375
542,698076.5
543,413743.84375
544,232279.65625
545,931826.375
546,616492.1875
547,1008999.0
548,233886.890625
549,592460.1875
550,337095.71875
551,1040749.0
552,919508.125
553,864057.6875
554,531036.25
555,424054.15625
556,298101.0
557,357093.09375
558,1053609.0
559,250773.65625
560,234530.46875
561,217893.46875
562,356504.03125
563,663006.5
564,421423.09375
565,271696.8125
566,1211295.375
567,206232.46875
568,506603.90625
569,157371.015625
570,1328016.125
571,226220.015625
572,1138367.25
573,713377.25
574,659521.375
575,440193.625
576,995470.625
577,758757.5
578,290732.5625
579,302755.59375
580,659125.5625
581,326824.125
582,523438.03125
583,1435433.125
584,777908.625
585,880851.5625
586,515024.03125
587,697092.1875
588,371157.21875
589,1850115.375
590,529234.375
591,318777.46875
592,1019286.0625
593,411654.3125
594,415518.625
595,418294.40625
596,1301168.125
597,321574.28125
598,570634.25
599,304857.90625
600,293894.0625
601,202398.9375
602,254604.328125
603,527589.9375
604,1495072.75
605,248079.171875
606,677205.4375
607,358010.84375
608,178546.640625
609,582099.0
610,379567.34375
611,807918.125
612,625802.9375
613,907341.75
614,341911.40625
615,503350.21875
616,326813.21875
617,1640707.25
618,193389.984375
619,637450.3125
620,508281.65625
621,344382.96875
622,394224.125
623,486915.15625
624,606832.125
625,417634.53125
626,252790.703125
627,740447.6875
628,496092.65625
629,684836.75
630,255152.25
631,414014.21875
632,489535.71875
633,421738.65625
634,401578.125
635,1041724.5625
636,475513.28125
637,239474.25
638,419674.53125
639,479657.03125
640,1146599.75
641,1074867.25
642,458225.21875
643,398799.28125
644,1516006.75
645,502062.03125
646,842793.625
647,1346665.25
648,246475.0
649,273966.53125
650,408456.125
651,519691.28125
652,206553.890625
653,475946.09375
654,897548.75
655,914146.0
656,247950.40625
657,291536.4375
658,416239.4375
659,379472.9375
660,356641.03125
661,278565.53125
662,279327.6875
663,386785.40625
664,1326463.0
665,615372.75
666,446946.5625
667,1287562.125
668,329895.78125
669,643586.625
670,341323.59375
671,643324.1875
672,615899.875
673,169545.359375
674,427917.46875
675,369717.3125
676,680382.625
677,313721.71875
678,369325.875
679,285110.46875
680,269802.28125
681,491712.3125
682,543161.6875
683,347422.59375
684,422665.0625
685,298497.8125
686,638438.375
687,537371.5625
688,976839.125
689,469099.78125
690,509392.21875
691,772628.3125
692,769585.875
693,495800.15625
694,376630.25
695,311530.21875
696,579781.0625
697,713799.375
698,258831.421875
699,876003.5
700,252172.046875
701,519272.71875
702,535038.1875
703,335910.40625
704,496057.46875
705,635548.5625
706,197681.609375
707,260924.140625
708,282465.65625
709,414341.6875
710,502309.21875
711,286899.6875
712,316547.3125
713,662561.625
714,2004068.375
715,387849.625
716,434483.03125
717,522028.46875
718,406148.71875
719,254896.078125
720,224239.109375
721,500171.78125
722,316704.8125
723,623865.5
724,368795.71875
725,408200.6875
726,857890.5
727,683081.125
728,530700.25
729,443835.1875
730,729578.4375
731,418093.71875
732,257841.21875
733,433623.3125
734,357838.09375
735,315217.8125
736,576949.0625
737,422241.96875
738,361316.59375
739,509007.375
740,610131.75
741,595686.375
742,261199.90625
743,417497.40625
744,204614.390625
745,192869.328125
746,218541.15625
747,399191.21875
748,313894.125
749,324857.0625
750,472720.75
751,502794.28125
752,555709.6875
753,651677.8125
754,333639.3125
755,202888.953125
756,182874.15625
757,542800.9375
758,560622.0625
759,574588.9375
760,579631.6875
761,418291.75
762,422724.125
763,173697.96875
764,641565.625
765,673353.625
766,209971.390625
767,237459.734375
768,1322987.125
769,947860.0
770,286280.03125
771,305114.21875
772,460084.1875
773,730578.75
774,1230010.25
775,417178.1875
776,744887.0
777,317132.5625
778,295684.5
779,621877.625
780,466080.9375
781,1171751.875
782,511002.65625
783,378647.15625
